County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Cameron,La Feria,Expwy 83,78559,Cameron Series,Commercial Real Property,"7,500","$1,866,616","$201,753",26.1578,-97.8239,179918,85-2940-0260-0202-00
Hidalgo,Mission,105 S Alton Blvd,,Drz Alt Tx Llc,Commercial Real Property,"72,310","$1,866,361","$1,107,110",26.28771,-98.31436,895352,J9510-00-003-0005-00
Cameron,Los Fresnos,327 Couch,78566,Jobi Development Llc,Multifamily Residential,"19,560","$1,855,223","$1,641,023",26.0706,-97.5714,90825,45-1500-1000-0000-00
Hidalgo,Edinburg,1903 S Closner Blvd,,Zoho Corporation,Commercial Real Property,"691,885","$1,847,370","$838,450",26.28438,-98.16759,297073,T2100-00-271-0011-01
Hidalgo,,103 W Edinburg Ave (Hwy 107),,Arc Dbpcfbrool Llc,Commercial Real Property,"59,837","$1,846,699","$1,248,329",26.2939,-97.99369,725374,E5355-00-000-0001-00
Hidalgo,Edinburg,1814 Iowa Rd,,R & N Properties L L C,Multifamily Residential,"37,462","$1,843,649","$1,609,514",26.28003,-98.14709,262199,P7900-00-000-0009-00
Cameron,Harlingen,24719 Port Rd,78550,Port Of Harlingen Authority,Industrial Real Property,"60,000","$1,843,302","$1,807,812",26.1906,-97.6961,369455,98-8360-0000-0150-00
Hidalgo,Edinburg,600 Independence Dr,,Campos Bros Produce L C,Commercial Real Property,"366,300","$1,826,287","$910,537",26.3738,-98.15267,816711,N5140-00-000-0008-00
Hidalgo,McAllen,1715 W Trenton Rd,,Rmj Investments Ltd,Commercial Real Property,"56,550","$1,824,155","$1,315,205",26.2645,-98.18749,816029,C7884-00-000-0005-00
Hidalgo,Weslaco,1222 W Sugar Cane Dr,,South Texas Educational,Commercial Real Property,"102,235","$1,823,907","$1,594,479",26.18566,-98.00302,324544,W3800-00-128-0000-01
Hidalgo,,6705 N Fm 88,,Highland Memorial Park,Commercial Real Property,"360,241","$1,819,180","$1,615,738",26.22122,-97.99418,324977,W3800-00-248-0000-04
Hidalgo,McAllen,1727 W Trenton Rd,,Rmj Investments Ltd,Commercial Real Property,"57,322","$1,818,041","$1,302,143",26.26459,-98.18808,816030,C7884-00-000-0006-00
Hidalgo,Mercedes,5006 Expwy 83,,Four More Llc,Commercial Real Property,"48,135","$1,816,186","$1,539,410",26.15834,-97.8886,20405493,D7116-00-000-0010-00
Hidalgo,McAllen,1117 E Alberta Rd,,Martinez Luz Belen,Commercial Real Property,"103,500","$1,813,472","$1,658,222",26.25341,-98.15849,895589,M1921-00-000-0004-00
Hidalgo,Edinburg,1700 Orange Ave,,Reynolds Stephen Clay Trust,Commercial Real Property,"1,487,574","$1,813,077","$432,734",26.2841,-98.15936,791491,T2100-00-271-0009-05
Hidalgo,McAllen,512 Dove Ave,,Fernandez & Son Investments Llc,Commercial Real Property,"37,103","$1,811,712","$1,268,153",26.25136,-98.206,568800,D7545-03-002-0014-00
Hidalgo,McAllen,Jackson & Canton,,Hacienda Ventures Properties Llc,Commercial Real Property,"86,824","$1,804,115","$849,055",26.27936,-98.18947,1376823,H0370-00-000-0001-00
Hidalgo,McAllen,5513 Us Hwy 281,,Rte Investments Llc,Commercial Real Property,"209,088","$1,802,369","$652,385",26.24311,-98.17815,958613,D8512-00-000-0001-00
Hidalgo,Edinburg,222 N Jackson Rd,,Nsa Property Holdings Llc,Commercial Real Property,"100,900","$1,800,418","$1,295,918",26.3066,-98.18545,641638,T2100-00-273-0005-17
Hidalgo,Mercedes,Vogel Dr,,Ziwa Holdings Ltd,Commercial Real Property,"115,495","$1,800,000","$1,493,938",26.15725,-97.90012,839776,D0447-00-000-003A-00
Cameron,San Benito,947 S Oscar Williams Rd,78586,Martinez Cecilia Faisal Custodian For Kathya F Biasi & Luis E Biasi & Vanessa Biasi,Industrial Real Property,"39,066","$1,800,000","$1,670,104",26.1281,-97.6311,188745,88-5235-0000-0010-00
Hidalgo,McAllen,7340 N 10Th St,,Chick Fil A Inc At 10Th St Fsu1450,Commercial Real Property,"50,927","$1,794,870","$776,330",26.26937,-98.21825,647718,N5410-00-000-0003-00
Hidalgo,McAllen,1404 W Wisconsin Rd,,Tarhsong Holdings Llc,Multifamily Residential,"30,928","$1,791,924","$1,598,626",26.27024,-98.18206,201824,K2400-00-000-0026-08
Hidalgo,McAllen,3721 S Mccoll Rd,,Shaw Gin Real Estate Holdings Co Llc,Commercial Real Property,"199,505","$1,789,933","$1,336,513",26.27074,-98.20176,289970,S5950-00-003-0002-01
Hidalgo,McAllen,6400 N 10Th St,,Kamida 421 Llc,Commercial Real Property,"42,423","$1,785,899","$1,030,770",26.26007,-98.21979,688514,L3075-00-000-0001-00
Hidalgo,Edinburg,420 S Doolittle Rd,,North Alamo Wtr Supply,Commercial Real Property,"402,756","$1,785,174","$1,483,107",26.29144,-98.12815,538483,N0020-00-000-0001-00
Hidalgo,McAllen,1700 Dove Ave,,Jjy Sunshine Llc,Commercial Real Property,"45,256","$1,784,307","$1,241,235",26.25524,-98.22946,897847,N6600-00-000-00A1-00
Hidalgo,McAllen,5510 N Cage Blvd,,Bobob L L C,Commercial Real Property,"113,256","$1,773,587","$1,150,679",26.2426,-98.17448,202177,K2400-00-000-0084-01
Hidalgo,Edinburg,420 S Doolittle Rd,,North Alamo Wtr Supply,Commercial Real Property,"172,498","$1,769,643","$1,699,947",26.2918,-98.13037,296921,T2100-00-268-0010-00
Hidalgo,Edinburg,1514 S 25Th,,Gerber Terry,Commercial Real Property,"161,000","$1,762,837","$700,237",26.28494,-98.148,162306,E0460-01-000-0001-00
Hidalgo,Edinburg,2253 University Dr,,Chavez Felix Jr,Commercial Real Property,"106,502","$1,761,597","$1,415,466",26.3062,-98.18764,687588,J2260-02-000-0012-00
Hidalgo,McAllen,5240 N 10Th St,,Nanak Ltd A Tx Ltd Partnership,Commercial Real Property,"52,957","$1,757,101","$803,875",26.25094,-98.22132,652097,R2437-00-000-0002-00
Cameron,La Feria,224 Main St,78559,Jjhf Lee Llc,Commercial Real Property,"11,941","$1,755,327","$1,500,514",26.1578,-97.8239,383186,29-0030-0000-0010-00
Hidalgo,Edinburg,1702 S 28Th Ave,,Lone Star Employee Partners Llc,Commercial Real Property,"148,295","$1,754,537","$1,532,094",26.2833,-98.14618,643465,E0058-04-000-0002-00
Hidalgo,Edinburg,6554 E Hwy 107 # 11,,Platinum Real Properties Inc,Commercial Real Property,"217,800","$1,753,584","$1,426,884",26.29457,-98.09178,528539,T2100-00-267-0005-12
Hidalgo,Mission,715 N Bryan Rd,,Texair Company,Commercial Real Property,"304,920","$1,750,553","$1,207,153",26.29102,-98.29883,318412,W0100-00-042-0010-01
Hidalgo,Edinburg,,,South Texas Computer Center,Commercial Real Property,"65,000","$1,749,924","$1,424,924",26.28771,-98.14789,1372992,H2565-00-000-0001-00
Hidalgo,Weslaco,1906 N Joe Stephens Ave,,Tres Focas Llc,Commercial Real Property,"316,816","$1,747,958","$1,193,530",26.17969,-97.97008,654145,W2370-00-000-0002-00
Hidalgo,,Coconut Palm Dr,,The Most Reverend Daniel E Flores,Commercial Real Property,"147,442","$1,745,577","$1,671,856",26.32495,-98.45064,726894,P9277-07-000-577A-00
Hidalgo,McAllen,4801 S Closner Blvd,,Madscientist Properties Llc,Commercial Real Property,"137,562","$1,744,763","$964,829",26.25573,-98.17582,455797,G9600-00-000-0001-00
Hidalgo,Donna,522 El Dora Rd,,Villegas Martin & Alma R,Commercial Real Property,"262,667","$1,742,008","$1,406,708",26.21464,-98.06676,193026,H3475-00-158-0000-01
