County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Cameron,San Benito,17558 Landrum Park Rd,78586,San Benito Cisd,Commercial Real Property,"24,834","$1,269,202 ","$1,107,164 ",26.1281,-97.6311,184986,87-1570-0620-9000-00
Cameron,Harlingen,321 S 21St St,78550,Driscoll Healthcare Services,Commercial Real Property,"12,067","$1,267,136 ","$772,294 ",26.1906,-97.6961,73063,18-4069-0010-0010-00
Hidalgo,Edinburg,707 W Monte Cristo Rd,,Rrg Revocable Trust,Commercial Real Property,"822,413","$1,264,659 ","$369,564 ",26.34112,-98.16241,277569,S1600-00-001-0005-15
Hidalgo,McAllen,401 E Trenton Rd,,Mcdonald'S Plaza,Commercial Real Property,"40,684","$1,264,057 ","$592,771 ",26.26192,-98.16815,815105,T3663-01-000-0004-00
Hidalgo,Mission,Missouri St,,Missouri Apartments Llc,Multifamily Residential,"27,645","$1,263,373 ","$1,002,128 ",26.28176,-98.32981,710292,T0945-16-000-0025-00
Hidalgo,Edinburg,1724 E Iowa Rd,,Palacios Fred & Nicolas Et Al,Multifamily Residential,"37,462","$1,260,447 ","$1,026,312 ",26.28007,-98.1474,262198,P7900-00-000-0008-00
Cameron,La Feria,701 Expressway 83 Frontage,78559,Granos Properties Ltd,Commercial Real Property,"3,628","$1,260,371 ","$206,110 ",26.1578,-97.8239,181888,85-7140-0450-0203-10
Hidalgo,Weslaco,5819 N Fm 88,,Holy Family Services Inc,Commercial Real Property,"188,179","$1,260,262 ","$1,081,146 ",26.21405,-97.99249,324961,W3800-00-246-0000-00
Hidalgo,Weslaco,1223 W Sugarcane Dr Dr,,South Texas Educational,Commercial Real Property,"27,170","$1,258,151 ","$1,163,056 ",26.18402,-98.00279,343081,F7040-00-000-0001-00
Cameron,La Feria,2803 W Bus 83,78559,Bs Properties,Commercial Real Property,"36,985","$1,257,490 ","$991,486 ",26.1578,-97.8239,183086,86-2220-0120-0000-00
Hidalgo,Edinburg,102 E Monte Cristo Rd,,Dq Spring Llc,Commercial Real Property,"75,536","$1,257,166 ","$690,646 ",26.33643,-98.15535,685476,F2240-00-000-0001-00
Hidalgo,Edinburg,1051 N Doolittle Rd,,Hidalgo County,Commercial Real Property,"419,100","$1,257,130 ","$1,089,490 ",26.30716,-98.1308,728914,P8320-04-000-0001-00
Hidalgo,Edinburg,203 S Jackson Rd,,Texas Regional Bank,Commercial Real Property,"53,832","$1,256,334 ","$906,423 ",26.30335,-98.18731,619005,J2255-02-000-0008-00
Hidalgo,Edinburg,,,"Nicho Produce Co, Inc.",Commercial Real Property,"121,894","$1,255,065 ","$860,128 ",26.30982,-98.16282,1463061,N2070-00-000-0001-00
Hidalgo,McAllen,609 Dove Ave,,Spreading The Warmth D/B/A Chabad Rgv,Commercial Real Property,"80,847","$1,253,734 ","$283,566 ",26.25268,-98.21755,189690,H2550-00-011-0002-07
Hidalgo,McAllen,4203 S Mccoll Rd,,Jh Mcknight Ranch Inc,Commercial Real Property,"50,688","$1,251,731 ","$567,443 ",26.2669,-98.20215,696938,T6873-00-000-0002-00
Hidalgo,Edinburg,1718 E Iowa Rd,,Palacios Fred & Nicolas Et Al,Multifamily Residential,"37,462","$1,251,027 ","$1,016,892 ",26.28012,-98.1477,262197,P7900-00-000-0007-00
Hidalgo,,12431 N Ware Rd,,Villarreal Ruben Trustee,Commercial Real Property,"335,904","$1,250,525 ","$818,857 ",26.32036,-98.24884,262443,P8400-00-000-0101-05
Hidalgo,Edinburg,2921 N Us Bus 281,,Leading Media Group Corp,Commercial Real Property,"871,636","$1,248,431 ","$300,281 ",26.32871,-98.16036,295835,T2100-00-244-0011-05
Hidalgo,,1001-1009 Sylvia Handy Dr,,Plata Properties Inc,Commercial Real Property,"63,050","$1,245,448 ","$961,723 ",26.2928,-97.98203,696122,L1721-00-000-0001-00
Hidalgo,Edinburg,1510 S Sugar Rd,,Resendez Investments Inc,Commercial Real Property,"68,160","$1,244,335 ","$801,295 ",26.28961,-98.17964,584446,I4087-00-000-0002-00
Hidalgo,,Coconut Dr,,Most Reverend Daniel E Flores,Commercial Real Property,"154,239","$1,244,177 ","$1,167,057 ",26.32407,-98.45079,726895,P9277-07-000-577B-00
Hidalgo,McAllen,1801 Trenton Rd,,Trinity United Methodist,Commercial Real Property,"205,603","$1,243,787 ","$653,787 ",26.26823,-98.22905,308073,T7355-00-000-0001-00
Hidalgo,Edinburg,10721 N 10Th St,,Vista Industries Inc,Commercial Real Property,"188,615","$1,242,270 ","$246,383 ",26.30016,-98.21488,297554,T2100-00-278-0004-08
Hidalgo,,Mile 14 N & Fm 493,,Magic Valley Produce Ltd,Commercial Real Property,"233,482","$1,241,802 ","$728,667 ",26.25739,-98.03629,207209,L0450-00-135-0000-05
Hidalgo,Mission,3408 E Main Ave,,Dos Tiendas Inc,Commercial Real Property,"87,120","$1,241,674 ","$718,954 ",26.28211,-98.28149,282236,S2950-00-000-0403-00
Hidalgo,McAllen,2201 Dove Ave,,Little Green Apples Inc,Commercial Real Property,"46,018","$1,239,917 ","$687,701 ",26.25393,-98.2358,654647,D7459-00-000-002A-00
Hidalgo,Weslaco,1907/1903 Maria Isabela Dr,,Mdq Investments Llc,Multifamily Residential,"27,465","$1,239,404 ","$1,154,262 ",26.18224,-97.99186,275014,S0650-00-000-0020-00
Hidalgo,McAllen,7209 N 23Rd St,,Nolana & Sixth Ltd,Commercial Real Property,"41,869","$1,238,747 ","$610,712 ",26.26989,-98.23499,612266,P4325-02-000-0001-00
Cameron,San Benito,101 W San Jose Rd,78586,Paulter Donald L & Richard H Meis,Commercial Real Property,"8,988","$1,237,448 ","$1,169,656 ",26.1281,-97.6311,416596,61-0811-0010-0010-00
Cameron,San Benito,27401 N Sam Houston Blvd,78586,Rivera David S & Esmeralda,Commercial Real Property,"2,400","$1,237,082 ","$1,112,677 ",26.1281,-97.6311,190721,88-5270-2100-0036-00
Cameron,San Benito,601 S Sam Houston Blvd,78586,Qsr 50 Llc,Commercial Real Property,"4,330","$1,235,555 ","$1,069,055 ",26.1281,-97.6311,103121,59-5220-0030-0011-00
Hidalgo,,7 Mi Line & Royal Palm,,Silver Land Development Inc,Commercial Real Property,"32,700","$1,233,275 ","$1,014,963 ",26.33502,-98.44902,635856,P9277-02-000-0137-00
Hidalgo,McAllen,230 - 302 Conquest Blvd,,Prince Sameer Ltd,Commercial Real Property,"27,000","$1,232,739 ","$1,035,639 ",26.25672,-98.17164,711965,S3092-00-000-000H-00
Hidalgo,McAllen,4120 S Closner Blvd,,Mmc Properties Inc,Commercial Real Property,"60,122","$1,232,732 ","$363,969 ",26.26241,-98.17203,610337,E4935-11-000-0001-00
Hidalgo,McAllen,616 Robin Ave,,Robbin Village Town Homes Inc,Multifamily Residential,"18,495","$1,228,794 ","$1,057,715 ",26.26417,-98.21539,549895,R3370-00-000-0001-00
Hidalgo,Edinburg,107 N 10Th Ave,,Hidalgo County,Commercial Real Property,"21,300","$1,227,821 ","$773,251 ",26.30194,-98.16415,164872,E3300-00-230-0015-00
Hidalgo,Edinburg,638 S Raul Longoria Rd,,Hutton Basecamp Llc,Commercial Real Property,"67,415","$1,224,825 ","$590,145 ",26.29171,-98.13697,725705,H5413-06-000-0001-00
Hidalgo,Edinburg,2904 - 2964 Regency Dr,,Erac Investments Llc,Commercial Real Property,"21,457","$1,224,724 ","$869,347 ",26.28691,-98.19795,706838,T2935-00-001-0008-00
Hidalgo,McAllen,4515 - 4521 S Bus Hwy 281,,Midnight River Llc,Commercial Real Property,"217,800","$1,224,309 ","$71,929 ",26.25818,-98.17539,201957,K2400-00-000-0053-09
Hidalgo,McAllen,3624 Auburn Ave,,Hidalgo North Prop,Commercial Real Property,"82,750","$1,223,166 ","$478,416 ",26.27871,-98.24876,648283,E4936-15-000-0001-00
Hidalgo,McAllen,2402 W Trenton Rd,,Celedon Ruben,Commercial Real Property,"100,624","$1,222,222 ","$224,698 ",26.2643,-98.19705,230912,M2650-00-002-0003-01
Cameron,Los Fresnos,702 S Arroyo Blvd,78566,Villalobos Sylvia C Trs Of The Villalobos Fam Rev Tr,Commercial Real Property,"34,840","$1,222,216 ","$1,117,523 ",26.0706,-97.5714,138598,75-0201-0000-0200-00
Hidalgo,Edinburg,914 W Star Flower St,,Riverside Development Services Llc,Commercial Real Property,"121,097","$1,221,421 ","$1,037,941 ",26.33049,-98.16581,295279,T2100-00-239-0009-00
Hidalgo,McAllen,6117 N Ware Rd,,Law Office Of Damian C Orozco Pc,Commercial Real Property,"213,008","$1,221,182 ","$641,717 ",26.26202,-98.25335,210698,L1300-00-000-0080-03
Hidalgo,Mercedes,2020 Expwy 83,,Mayo Hermanos Llc,Commercial Real Property,"48,063","$1,220,989 ","$944,627 ",26.15824,-97.89983,614405,D0447-00-000-0005-00
Hidalgo,Edinburg,1218 Encanto Ave,,Wemco Properties Llc,Multifamily Residential,"17,608","$1,219,421 ","$912,755 ",26.31656,-98.18049,612482,S1810-03-000-0049-00
Hidalgo,McAllen,3911 - 3937 S Mccoll Rd,,Southtex Trenton Town Center Lp,Commercial Real Property,"40,394","$1,219,000 ","$673,685 ",26.2694,-98.20172,696943,T6873-00-000-0006-00
Cameron,San Benito,1554 Combes St,78586,Assisting Texas With Housing Inc,Multifamily Residential,"34,260","$1,218,645 ","$1,092,775 ",26.1281,-97.6311,101088,57-7300-0270-0013-00
Hidalgo,Edinburg,2406 W University Dr,,Board Of Regents Of The University Of Texas System,Commercial Real Property,"54,071","$1,216,986 ","$860,117 ",26.30473,-98.1899,618987,J2255-01-000-0007-00
Cameron,Harlingen,1101 S Palm Court Drive,78552,Stuart Place Subdivision Llc,Multifamily Residential,"30,914","$1,216,629 ","$1,166,760 ",26.22,-97.67,442654,98-7807-0000-0010-00
Cameron,Harlingen,1107 S Palm Court Drive,78552,Stuart Place Subdivision Llc,Multifamily Residential,"30,914","$1,216,629 ","$1,166,760 ",26.22,-97.67,442655,98-7807-0000-0020-00
Hidalgo,Edinburg,1215 S Expwy 281,,La Palma Center Llc,Commercial Real Property,"102,802","$1,214,441 ","$700,433 ",26.28917,-98.14925,297011,T2100-00-270-0003-03
Hidalgo,McAllen,301 E Nolana Loop,,Pharr Terminal Llc,Commercial Real Property,"211,365","$1,213,779 ","$400,024 ",26.23454,-98.17369,1130299,P6545-00-000-0001-00
Hidalgo,,7Mi N Conway,,Hinojosa Jose O Sr & Alicia,Commercial Real Property,"130,717","$1,213,051 ","$650,968 ",26.31742,-98.30775,540433,A0133-01-000-0001-00
Hidalgo,McAllen,3108 Center Pointe Dr,,Jelinek Marianne B,Commercial Real Property,"36,766","$1,211,744 ","$726,433 ",26.25725,-98.20538,711668,C2672-00-007-0001-00
Hidalgo,Edinburg,222 S 5Th Ave,,Promesa De Tejas Llc,Commercial Real Property,"71,874","$1,210,462 ","$739,687 ",26.2995,-98.16928,711677,E3300-00-303-0000-05
Hidalgo,McAllen,5501 N Shary Rd,,Silver Land Development Inc,Commercial Real Property,"50,965","$1,209,490 ","$1,105,692 ",26.27257,-98.27596,282116,S2950-00-000-0384-60
Hidalgo,Alton,11205 N 23Rd St,,Jinc Properties Lp,Commercial Real Property,"217,800","$1,208,910 ","$871,860 ",26.30652,-98.22842,554875,T2100-00-280-0014-10
Hidalgo,McAllen,304 E Owassa,,Roth Dm Inc,Commercial Real Property,"60,113","$1,208,733 ","$1,111,493 ",26.2465,-98.17187,202128,K2400-00-000-0077-07
Hidalgo,Edinburg,1000 - 1026 E Hwy 107,,Grh Investments Llc,Commercial Real Property,"42,600","$1,208,644 ","$1,068,064 ",26.29957,-98.15207,164958,E3300-00-244-0001-00
Hidalgo,McAllen,7500 N 10Th St,,Wang Long-Wu & Lu Jao-Jean Trsts,Commercial Real Property,"43,973","$1,208,605 ","$329,145 ",26.2708,-98.21797,672424,T6835-00-000-0006-00
Hidalgo,,4711 S Alamo Rd,,Hopewell Mall Plaza Inc,Commercial Real Property,"82,366","$1,208,577 ","$879,113 ",26.24948,-98.11254,716304,H4743-00-000-0045-00
Hidalgo,McAllen,1801 - 1813 W Trenton Rd,,Manuna Investments Llc,Commercial Real Property,"44,856","$1,207,384 ","$803,680 ",26.26473,-98.18955,696934,T6836-00-000-0006-00
Hidalgo,,7536 N Fm 88,,Rodriguez Gilbert & Dahlia,Commercial Real Property,"203,227","$1,207,054 ","$770,116 ",26.23043,-97.98999,560377,O4220-02-000-000D-00
Hidalgo,Edinburg,,,Dd Deerwood Properties Llc,Commercial Real Property,"63,519","$1,206,785 ","$1,022,580 ",26.28125,-98.14653,1472199,D1740-00-000-000B-00
Hidalgo,McAllen,4770 S Jackson Rd,,Learning Journey Llc,Commercial Real Property,"31,763","$1,203,631 ","$790,712 ",26.25934,-98.19324,710718,S6453-00-000-0014-00
Cameron,La Feria,100 Magnolia,78559,Camarillo Maria S,Multifamily Residential,"17,160","$1,203,589 ","$1,049,576 ",26.1578,-97.8239,85400,29-0000-0160-0151-00
Hidalgo,Edinburg,10225 N 10Th St,,Yale Ten Properties Partnership,Commercial Real Property,"40,803","$1,202,392 ","$802,523 ",26.29588,-98.21493,661931,L3375-00-000-0001-00
Hidalgo,McAllen,4508 S Mccoll Rd,,Ga Real Estate Investments Llc,Commercial Real Property,"9,000","$1,200,463 ","$925,963 ",26.2642,-98.20137,661843,C8230-03-009-0005-01
Cameron,San Benito,30512 Ratiff Rd,78586,Abyra Land Llc,Industrial Real Property,"62,250","$1,200,000 ","$1,075,595 ",26.1281,-97.6311,79435,23-0680-1190-0010-00
Cameron,San Benito,702 E Hwy 281,78586,Commercial Net Lease Realty Lp Nka Nnn Reit Lp,Commercial Real Property,"4,940","$1,200,000 ","$700,149 ",26.1281,-97.6311,187817,88-2340-0020-0010-00
Cameron,Harlingen,1514 W Tyler St,78550,The Frost National Bank,Commercial Real Property,"4,771","$1,199,283 ","$895,534 ",26.1906,-97.6961,81242,24-3400-0000-0010-00
Cameron,San Benito,3515 W Expressway 77/83,78586,Anson Arbor Llc,Commercial Real Property,"14,008","$1,198,636 ","$1,005,090 ",26.1281,-97.6311,104731,61-0820-1210-0020-00
Hidalgo,Weslaco,N International Blvd,,Mcdonald'S Real Estate Company,Commercial Real Property,"50,800","$1,195,910 ","$1,030,810 ",26.1853,-97.95828,1468985,M4016-00-000-001D-00
Cameron,La Feria,13271 E Expressway 83,78559,Kemp Properties Lp,Commercial Real Property,"5,200","$1,194,254 ","$261,199 ",26.1578,-97.8239,178044,84-6750-0010-0010-00
Hidalgo,McAllen,3215 S Bus Hwy 281,,Luebbert Emilia,Commercial Real Property,"491,792","$1,193,342 ","$134,919 ",26.27195,-98.17337,201780,K2400-00-000-0021-02
Hidalgo,Edinburg,Expressway 83,,Freedom Bank,Commercial Real Property,"55,000","$1,192,997 ","$807,997 ",26.34231,-98.14602,1560825,F6654-00-000-0001-00
Cameron,San Benito,22121 Old Military Hwy Rd,78586,Tran Ramsey Tr Dtd 4/13/2009,Commercial Real Property,"8,424","$1,192,826 ","$932,261 ",26.1281,-97.6311,87879,33-1500-0000-0260-00
Cameron,La Feria,Expressway 83,78559,26421 White Ranch Road Llc,Commercial Real Property,400,"$1,190,510 ","$8,640 ",26.1578,-97.8239,176724,84-3490-0050-0100-00
Hidalgo,,7601 N Fm 88,,Guerra Rene,Multifamily Residential,"41,826","$1,190,134 ","$1,076,367 ",26.23058,-97.99279,1468128,G9460-02-000-0001-00
Hidalgo,Edinburg,1506 Lonestar Way,,Rrww Llc,Commercial Real Property,"25,015","$1,189,114 ","$846,403 ",26.2958,-98.21274,1235410,L5367-00-000-0005-00
Cameron,San Benito,1801 Industrial Way,78586,Sjc Properties Ltd,Commercial Real Property,"12,116","$1,188,958 ","$1,128,054 ",26.1281,-97.6311,188729,88-5230-0000-0120-00
Hidalgo,Edinburg,2302 N Closner Blvd,,Anderson Tony W Dba Texas Melon Exchange,Commercial Real Property,"314,503","$1,187,560 ","$790,460 ",26.32341,-98.1573,295845,T2100-00-244-0015-01
Hidalgo,Edinburg,1018 N Woodson Ave,,Martinez Roberto,Multifamily Residential,"19,200","$1,186,510 ","$936,910 ",26.31913,-98.21314,1468168,A6350-00-000-0019-00
Cameron,San Benito,Industrial Way,78586,Sjc Properties Ltd,Commercial Real Property,"19,162","$1,186,420 ","$1,114,790 ",26.1281,-97.6311,188728,88-5230-0000-0110-00
