County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Hidalgo,Mission,2900 Mar Verde St,,Mission Food Factory Llc,Commercial Real Property,"44,260","$1,153,304 ","$852,336 ",26.29016,-98.35262,667774,L1070-05-000-0033-00
Hidalgo,Edinburg,,,Cwe Edinburg Closner Llc,Commercial Real Property,"47,941","$1,152,702 ","$692,466 ",26.28736,-98.16559,1604761,C5635-00-000-0001-00
Hidalgo,McAllen,4513 S Bus Hwy 281,,Kristin Nicole Vackar 2002 Trust,Commercial Real Property,"70,567","$1,150,360 ","$130,664 ",26.25884,-98.17365,201935,K2400-00-000-0044-03
Cameron,San Benito,W Business 77,78586,Mdc Coastal 5 Llc,Commercial Real Property,"4,318","$1,150,000 ","$775,517 ",26.1281,-97.6311,403170,60-8151-0000-0010-00
Cameron,Harlingen,210 Loop 499,78550,R E C L Inc,Commercial Real Property,"12,909","$1,150,000 ","$777,040 ",26.1906,-97.6961,79182,22-8960-0010-0050-00
Hidalgo,Edinburg,1121 N 4Th St,,Rodriguez Jose Guadalupe E,Multifamily Residential,"43,560","$1,148,787 ","$963,657 ",26.31304,-98.16868,163862,E3200-00-00A-0002-00
Hidalgo,Alton,11400 N 23Rd St,,Eagle Elite Auto Serivices Llc,Commercial Real Property,"152,460","$1,148,186 ","$843,266 ",26.30786,-98.22552,960386,E0066-00-000-0001-00
Cameron,San Benito,251 Line Rd,78586,251 Line 17 Llc,Commercial Real Property,"2,000","$1,147,808 ","$1,024,233 ",26.1281,-97.6311,104465,61-0100-0130-0000-00
Hidalgo,Edinburg,1510 W Monte Cristo Rd #22,,7- Eleven Inc,Commercial Real Property,"85,800","$1,147,798 ","$547,198 ",26.33877,-98.17149,652888,L3170-00-000-0001-00
Hidalgo,McAllen,4637 S Jackson Rd,,Sabele Invsetments Family Limited Partnership,Commercial Real Property,"9,697","$1,147,687 ","$889,516 ",26.26079,-98.19424,694971,B2542-00-000-0033-00
Hidalgo,McAllen,5140 N 10Th St,,Lopez Noel & Kathleen,Commercial Real Property,"36,316","$1,147,283 ","$493,588 ",26.24935,-98.22144,519573,M3246-00-000-0003-00
Hidalgo,Edinburg,Cesar Chavez Rd,,Hidalgo County,Commercial Real Property,"278,327","$1,146,508 ","$5,368 ",26.34295,-98.10286,1241101,P9277-22-000-000B-05
Hidalgo,Pharr,1716 N Alamo Rd,,Perez Maria Esther,Commercial Real Property,"107,593","$1,146,099 ","$1,005,010 ",26.22949,-98.11435,112924,A1800-00-048-0012-00
Hidalgo,Edinburg,4202 E Richardson,,Wyatt Agri Products Corporation Llc,Commercial Real Property,"667,775","$1,144,085 ","$703,175 ",26.29964,-98.11704,296754,T2100-00-267-0002-01
Hidalgo,McAllen,2626 S Sugar Rd,,Ssp Partners,Commercial Real Property,"65,204","$1,143,986 ","$547,369 ",26.27834,-98.18157,701842,C4476-00-000-0001-00
Cameron,San Benito,502 E Expressway 77/83,78586,Casharpa Investments Llc,Commercial Real Property,"49,452","$1,143,178 ","$915,795 ",26.1281,-97.6311,405627,58-1301-0010-0010-00
Hidalgo,Edinburg,1105 W Stubbs St,,Series 5 Stubbs A Series Of Ricomex Investments Series Llc,Multifamily Residential,"31,536","$1,142,333 ","$839,587 ",26.30022,-98.17405,328099,W4400-00-000-0004-00
Hidalgo,Edinburg,10213 N 10Th St,,R & L Guerra Llc,Commercial Real Property,"36,523","$1,141,839 ","$783,914 ",26.29553,-98.21497,661932,L3375-00-000-0002-00
Hidalgo,Edinburg,3801 N Closner,,Masako Koga Trustee,Commercial Real Property,"65,802","$1,140,833 ","$877,625 ",26.33825,-98.15631,1374470,W4735-00-000-0001-00
Hidalgo,Edinburg,900 W University Dr,,Edinburg Teachers Credit Union,Commercial Real Property,"35,500","$1,139,809 ","$772,384 ",26.30237,-98.17174,323461,W2600-00-262-0003-00
Hidalgo,McAllen,2800 Trenton Rd,,Mexico Investment 4 Llc,Commercial Real Property,"132,030","$1,138,685 ","$412,518 ",26.27392,-98.24074,20831703,T6825-00-000-0001-00
Hidalgo,Edinburg,715 W Chapin St,,Union Camp Corporation,Commercial Real Property,"72,310","$1,137,171 ","$1,027,611 ",26.31701,-98.167,295533,T2100-00-241-0005-05
Hidalgo,McAllen,5613 N Ware Rd,,Rowland Carl Bud,Commercial Real Property,"111,949","$1,136,259 ","$892,623 ",26.25748,-98.25446,210725,L1300-00-000-0089-02
Cameron,Harlingen,702 S Ed Carey Dr,78550,Moffit James,Commercial Real Property,"15,960","$1,134,877 ","$775,579 ",26.1906,-97.6961,80151,23-6510-0010-0010-00
Hidalgo,Edinburg,401 E Chavez St,,Lola Properties Llc,Multifamily Residential,"24,000","$1,134,674 ","$900,299 ",26.31002,-98.15697,344152,L5455-00-000-0001-00
Hidalgo,McAllen,6900 N 10Th St,,Vive92 Realty Llc,Commercial Real Property,"22,136","$1,134,320 ","$740,292 ",26.26389,-98.21896,556657,N2441-00-000-0001-00
Hidalgo,Edinburg,1818 W Mile 17 1/2,,Meza Jorge & Isela I,Multifamily Residential,"38,333","$1,133,430 ","$1,043,759 ",26.32502,-98.17777,295597,T2100-00-242-0003-13
Cameron,Harlingen,4226 S Expressway 83,78552,I & I Rentals Llc,Commercial Real Property,"10,072","$1,132,972 ","$932,972 ",26.22,-97.67,79205,22-9000-0010-0010-00
Hidalgo,Edinburg,1502 S Sugar Rd,,Inter National Bank,Commercial Real Property,"61,790","$1,132,500 ","$638,180 ",26.2897,-98.18025,584444,I4087-00-000-0001-00
Hidalgo,,931 W Santa Rosa,,Ignite Rgv,Commercial Real Property,"29,300","$1,131,716 ","$1,015,981 ",26.2933,-97.97117,231649,M2900-00-001-0001-00
Hidalgo,Edinburg,6590 Republic Dr,,Santana Real Estate Llc,Commercial Real Property,"45,738","$1,131,137 ","$993,923 ",26.37184,-98.15361,1012969,N5140-00-000-006A-00
Hidalgo,,7408 N Doffing Rd,,Macfred Investments  Llc,Commercial Real Property,"168,142","$1,131,109 ","$997,717 ",26.31183,-98.3707,160014,D6000-01-000-0214-01
Hidalgo,Edinburg,800 S Closner Blvd,,Cjc 18-1 Llc,Commercial Real Property,"47,408","$1,130,782 ","$585,588 ",26.294,-98.16306,1462028,A0045-00-000-0001-00
Hidalgo,Edinburg,1606 E Schunior St,,Cole Vs Edinburg Tx Llc,Commercial Real Property,"89,032","$1,130,320 ","$418,064 ",26.30548,-98.14438,601785,T1900-27-000-000A-00
Hidalgo,McAllen,3204 S Expwy 281,,Royal Metal Building Comp Inc,Commercial Real Property,"57,935","$1,128,217 ","$745,847 ",26.26978,-98.15498,1124327,S4842-00-000-0001-00
Hidalgo,Edinburg,6210 N U S 281 Expwy,,Flex Rgv Properties Llc,Commercial Real Property,"381,150","$1,127,730 ","$267,780 ",26.36576,-98.14793,277732,S1700-01-000-0028-00
Hidalgo,Mission,3401 W Mile 5 Rd,,La Fe Group Family Limitd Partnership,Commercial Real Property,"51,027","$1,126,830 ","$835,976 ",26.29264,-98.35681,816931,L3352-03-000-0002-00
Hidalgo,McAllen,4723 N Dogwood St,,Santa Lucia Llc,Multifamily Residential,"12,512","$1,124,992 ","$894,762 ",26.23493,-98.17088,845835,H0423-00-000-0008-00
Cameron,La Feria,1102 N Parker Rd,78559,R E E Inc,Commercial Real Property,"20,905","$1,123,688 ","$1,052,538 ",26.1578,-97.8239,181882,85-7140-0440-0100-00
Cameron,San Benito,1 Industrial Way,78586,Bradshaw Real Estate Ltd,Commercial Real Property,"39,390","$1,123,542 ","$726,423 ",26.1281,-97.6311,188720,88-5230-0000-0010-00
Hidalgo,,2364 Mile 12 North,,Ross Gin Company Limited,Commercial Real Property,"1,340,341","$1,122,192 ","$876,032 ",26.23044,-97.88323,680896,N3400-00-000-2287-05
Hidalgo,Edinburg,1611 Norma Lane,,Garcel Llc,Multifamily Residential,"37,222","$1,122,179 ","$908,152 ",26.28747,-98.18213,273076,R4380-00-000-0001-00
Hidalgo,Alton,11300 N 23Rd St,,11300N23St Llc,Commercial Real Property,"74,488","$1,121,684 ","$942,914 ",26.30697,-98.22576,1012682,E0066-02-000-0001-00
Cameron,La Feria,W Expressway 83,78559,Riana Vic Llc,Commercial Real Property,"13,120","$1,121,585 ","$573,888 ",26.1578,-97.8239,181889,85-7140-0450-0204-00
Hidalgo,Edinburg,4910 N Expwy 281,,2812 Holding Llc,Commercial Real Property,"135,472","$1,119,867 ","$770,517 ",26.35428,-98.14584,277527,S1600-00-000-0040-10
Hidalgo,Mission,2101 W Main Ave,,El Paraiso Apartments Llc,Multifamily Residential,"79,120","$1,118,030 ","$999,350 ",26.29088,-98.3364,197598,I4045-00-000-0003-00
Hidalgo,Mission,N Conway,,Sagredo Rogelio & Yolanda,Commercial Real Property,"435,600","$1,117,573 ","$204,973 ",26.28067,-98.31696,318124,W0100-00-039-0006-00
Hidalgo,,4623 S Alamo Rd,,Hopewell Mall Plaza Inc,Commercial Real Property,"69,296","$1,117,551 ","$840,367 ",26.25037,-98.11237,716305,H4743-00-000-0046-00
Hidalgo,McAllen,100 W Nolana Loop,,Mdc Coast 10 Llc,Commercial Real Property,"41,500","$1,117,452 ","$287,452 ",26.23387,-98.17876,547397,N2970-00-000-001B-00
Hidalgo,McAllen,2005 W Trenton Rd,,Arc Cafeusa 001 Llc,Commercial Real Property,"48,006","$1,116,787 ","$684,733 ",26.26488,-98.19064,696932,T6836-00-000-0004-00
Hidalgo,Edinburg,,,Psvm Investments Llc,Commercial Real Property,"38,935","$1,116,459 ","$814,715 ",26.28663,-98.19708,1373424,P9264-00-000-0001-00
Hidalgo,Edinburg,2237 - 2313 University Dr,,Ccm Ltd,Commercial Real Property,"134,533","$1,116,242 ","$679,009 ",26.30648,-98.18844,687582,J2260-02-000-0006-00
Hidalgo,McAllen,3601 W Alberta Rd,,Danaby Rentals Inc,Commercial Real Property,"40,440","$1,115,671 ","$840,679 ",26.25985,-98.20624,530743,D0693-00-000-0001-00
Hidalgo,McAllen,1739 W Trenton Rd,,Jpo Enterprises Inc,Commercial Real Property,"54,691","$1,115,621 ","$623,402 ",26.26474,-98.18883,816031,C7884-00-000-0007-00
Hidalgo,Edinburg,322 W Chapin,,Azteca Milling Lp,Commercial Real Property,"390,298","$1,114,999 ","$523,639 ",26.31445,-98.16364,295559,T2100-00-241-0011-02
Hidalgo,McAllen,603 Wisconsin,,Sheriff'S Posse,Commercial Real Property,"854,647","$1,113,653 ","$34,553 ",26.27165,-98.17713,201795,K2400-00-000-0022-06
Hidalgo,Edinburg,2503 Cervantes Ave,,Lexington Circle Llc,Multifamily Residential,"18,103","$1,113,473 ","$781,413 ",26.31209,-98.18957,681277,L6269-01-000-0002-00
Hidalgo,McAllen,3201 W Alberta Rd,,Danaby Rentals Inc,Commercial Real Property,"39,766","$1,111,088 ","$840,679 ",26.25968,-98.20498,530748,D0693-00-000-0005-00
Hidalgo,Edinburg,621 E Schunior St,,Rivera Edinburg Properties Llc,Commercial Real Property,"263,974","$1,110,999 ","$711,039 ",26.30845,-98.15488,163893,E3200-00-00C-0008-00
Hidalgo,,Mile 2 East,,Mid Valley Chemicals Inc,Commercial Real Property,"309,712","$1,110,530 ","$886,495 ",26.27686,-97.88103,572892,N3400-00-000-2424-01
Hidalgo,McAllen,4925 S Mccoll Rd,,Texas Regional Bank,Commercial Real Property,"48,500","$1,109,064 ","$565,864 ",26.25926,-98.20354,652681,S6435-00-000-0001-00
Hidalgo,McAllen,Trenton,,Haidar Properties Llc,Commercial Real Property,"36,068","$1,107,932 ","$512,815 ",26.26233,-98.17148,1463232,S3296-00-000-0002-00
Hidalgo,McAllen,5208 N Jackson Rd,,Living Word Evangelical,Commercial Real Property,"70,309","$1,107,551 ","$685,697 ",26.24269,-98.19619,520297,L4923-00-000-0001-00
Hidalgo,McAllen,5717 N 10Th St,,Dove Development Llc,Commercial Real Property,"30,000","$1,107,539 ","$573,539 ",26.25502,-98.22185,498305,D7550-00-000-0000-00
Hidalgo,McAllen,2101 Cornerstone Blvd,,Lmr Properties Llc,Commercial Real Property,"8,566","$1,106,883 ","$845,620 ",26.26506,-98.19908,562633,C8230-02-005-0001-00
Cameron,La Feria,13415 Expressway 83,78559,"La Feria Industrial Development Corporation, Inc",Commercial Real Property,"8,116","$1,106,590 ","$387,131 ",26.1578,-97.8239,182279,85-8190-0030-0350-00
Hidalgo,McAllen,4431 S Jackson Rd,,Chapra Investments Llc,Commercial Real Property,"41,817","$1,106,535 ","$736,455 ",26.26374,-98.1936,691726,J2004-00-000-0003-00
Cameron,La Feria,1609 N Main,78559,Yellow Rose Mobile Home Park Llc,Commercial Real Property,"3,240","$1,106,516 ","$915,895 ",26.1578,-97.8239,184267,86-9500-0010-0010-00
Hidalgo,McAllen,4901 S Mccoll Rd,,Bey Llc,Commercial Real Property,"28,875","$1,105,929 ","$860,491 ",26.25969,-98.2033,716901,S6435-00-000-002B-00
Hidalgo,Mission,5410 W Mile 5,,Arc Dg Msntx002 Llc,Commercial Real Property,"83,156","$1,104,950 ","$564,436 ",26.29622,-98.37468,845883,R1360-00-000-0001-00
Cameron,Harlingen,2202 Hwy 77 South,78550,Retasa Llp,Commercial Real Property,"9,326","$1,104,643 ","$920,295 ",26.1906,-97.6961,71327,17-9400-0010-0010-00
Hidalgo,McAllen,1402 E Nolana Loop,,Marco Antonio Lopez Holdings Llc,Commercial Real Property,"42,073","$1,104,575 ","$879,487 ",26.23076,-98.16337,960394,S0661-01-000-0002-00
Hidalgo,McAllen,4441 S Jackson Rd,,Prakman Inc,Commercial Real Property,"44,422","$1,104,573 ","$770,409 ",26.26337,-98.19437,725703,K0559-00-000-0002-00
Hidalgo,McAllen,4312 Raul Longoria Rd,,Starr West Properties Inc,Commercial Real Property,"65,450","$1,104,308 ","$600,343 ",26.25735,-98.14338,705089,E4935-20-000-0001-00
