County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Cameron,San Benito,1010 Business 77,78586,Whataburger Inc #192,Commercial Real Property,"3,051","$892,400 ","$726,344 ",26.1281,-97.6311,104181,60-8140-0080-0012-00
Hidalgo,Edinburg,215 E University Dr,,Align Investments Ltd,Commercial Real Property,"14,200","$892,000 ","$664,800 ",26.30144,-98.16046,164878,E3300-00-233-0010-00
Hidalgo,Mission,3011 E Rossevelt Ave,,Re Trevino Properties Llc,Multifamily Residential,"34,650","$890,697 ","$490,489 ",26.29564,-98.28339,179293,G4050-00-000-0007-00
Cameron,San Benito,2340 W Expressway 77/83,78586,Dharma 3 Investments Llc,Commercial Real Property,"24,789","$890,000 ","$398,900 ",26.1281,-97.6311,101391,57-9630-0010-0030-00
Hidalgo,Mercedes,Mile 1East,,Stripling Larry E & Billie Revocable Family Trust,Commercial Real Property,"1,489,752","$889,642 ","$495,658 ",26.16249,-97.89613,670079,C8140-00-000-0001-00
Hidalgo,Weslaco,Mile 4 1/2 West,,Flores Alfonso & Maria Elena,Multifamily Residential,"180,824","$889,572 ","$671,961 ",26.20949,-97.9859,1179882,M0053-00-000-0001-00
Hidalgo,Edinburg,2222 W University Dr,,D L Rogers Corp,Commercial Real Property,"76,804","$889,152 ","$382,246 ",26.30431,-98.18747,618983,J2255-01-000-0003-00
Hidalgo,Edinburg,1702 W University Dr,,Qsr 30 Building Iii Llc,Commercial Real Property,"30,191","$888,745 ","$538,529 ",26.3034,-98.17982,556465,W0257-00-000-0007-00
Hidalgo,McAllen,4414 S Raul Longoria Rd,,Arb Plaza Investments Inc,Commercial Real Property,"28,405","$888,241 ","$689,406 ",26.25637,-98.14356,1181079,U0600-00-000-0001-00
Hidalgo,Edinburg,206 N Montevideo St,,Defur Property Management Llc,Multifamily Residential,"38,026","$887,459 ","$649,793 ",26.3053,-98.18093,323967,W3600-03-000-0022-00
Hidalgo,McAllen,700 Trenton Rd,,Store Master Funding Ix Llc,Commercial Real Property,"55,365","$887,225 ","$333,577 ",26.26803,-98.21515,897407,N5410-00-000-004A-00
Cameron,Harlingen,225 New Hampshire St,78550,H@Nhapts Llc,Multifamily Residential,"11,592","$887,006 ","$833,340 ",26.1906,-97.6961,240315,15-7599-0010-0010-00
Hidalgo,Edinburg,621 E Cano St,,Grh Investments Llc,Commercial Real Property,"31,950","$886,803 ","$500,208 ",26.29975,-98.15638,164996,E3300-00-248-0013-00
Hidalgo,Edinburg,1215-1211 White Oak Dr,,Truvag Development Llc,Multifamily Residential,"10,665","$886,584 ","$753,272 ",26.31366,-98.16288,1068634,W3780-00-000-0014-00
Hidalgo,,10805 N Moorefield Rd,,Hilsdorf William H Trustee,Commercial Real Property,"79,279","$885,377 ","$647,539 ",26.35609,-98.33352,1070809,R4558-00-000-0001-00
Hidalgo,Edinburg,2740 - 2748 W University Dr,,Edinburg Properties Llc,Commercial Real Property,"38,969","$885,081 ","$579,176 ",26.30508,-98.19235,958393,L6556-00-000-0001-01
Hidalgo,Weslaco,2611 N Texas Blvd,,Smart Star Properties Ltd,Commercial Real Property,"26,000","$883,701 ","$688,701 ",26.18576,-97.9916,294038,T1200-00-001-0003-00
Hidalgo,Edinburg,2204 N Jackson Rd,,Espinoza Mario Valdez,Multifamily Residential,"37,462","$883,399 ","$774,760 ",26.32669,-98.18186,156076,C9500-00-000-0002-00
Hidalgo,Edinburg,1382 W University Dr,,Store Master Funding Ix Llc,Commercial Real Property,"70,206","$882,840 ","$419,483 ",26.30275,-98.1766,895166,B3260-00-000-0001-00
Hidalgo,,N Abram Rd,,Mcallen Foreign Trade Zone Inc,Commercial Real Property,"11,951,993","$882,600 ","$49,200 ",26.40555,-98.35805,525402,T2100-00-000-0213-05
Hidalgo,McAllen,2715 Cornerstone Blvd,,Pkw Investments Llc,Commercial Real Property,"6,000","$882,195 ","$653,445 ",26.26343,-98.20141,563628,C8230-01-001-0003-01
Hidalgo,Edinburg,1620 - 1628 W University Dr,,Rb Edinburg 1 Lp,Commercial Real Property,"33,570","$881,394 ","$533,944 ",26.30336,-98.17922,601825,S6835-00-000-0001-00
Hidalgo,McAllen,825 E Alberta Rd,,Figueroa Alberto,Commercial Real Property,"80,586","$881,062 ","$717,586 ",26.25386,-98.16221,330836,W7700-04-000-0035-01
Hidalgo,Edinburg,1512 Shavano Dr,,Novellini Ltd,Multifamily Residential,"20,584","$880,964 ","$683,359 ",26.32069,-98.1749,1569312,S6815-00-000-0037-00
Hidalgo,McAllen,418 E Dove Ave,,Rsrh Properties Lp,Commercial Real Property,"15,834","$880,833 ","$648,865 ",26.25147,-98.20678,568794,D7545-03-002-0008-00
Hidalgo,Mercedes,2000 E Expwy 83,,Student Alternatives Program Inc Dba Triumph Public High Schools,Commercial Real Property,"88,557","$880,425 ","$371,222 ",26.15806,-97.90127,614408,D0447-00-000-0008-00
Hidalgo,Edinburg,Republic Dr,,Santana Real Estate Llc,Commercial Real Property,"77,972","$880,347 ","$646,430 ",26.36821,-98.15468,1012970,N5140-00-000-006B-00
Hidalgo,,9743 Bentsen Palm Dr,,Vera Salvador & Maria Rosaura,Commercial Real Property,"174,240","$880,134 ","$710,434 ",26.34318,-98.35379,124454,B2550-00-000-0338-01
Hidalgo,,834 Retama St,,Santa Cruz Daycare For,Commercial Real Property,"54,147","$879,892 ","$617,279 ",26.29261,-97.97943,565082,P7350-00-000-0021-00
Hidalgo,,9312 Curve Rd,,Nico Investment Properties Llc,Commercial Real Property,"435,600","$879,432 ","$322,582 ",26.2761,-98.06651,192710,H3475-00-006-0000-00
Hidalgo,McAllen,Trenton Rd,,Magnolia Square Lp,Commercial Real Property,"42,689","$879,385 ","$452,497 ",26.26863,-98.21509,897408,N5410-00-000-004B-00
Hidalgo,Weslaco,Mile 10 North Rd,,Guardiola Ramiro,Commercial Real Property,"899,514","$878,001 ","$169,201 ",26.19725,-97.96977,675351,W3800-00-074-0000-02
Hidalgo,McAllen,5601 Nightingale Ave,,Marina Real Estate Llc,Multifamily Residential,"24,867","$877,554 ","$672,401 ",26.26798,-98.27249,1307687,L3386-00-000-0013-00
Hidalgo,McAllen,5201 N 23Rd St,,Texas Regional Bank,Commercial Real Property,"51,478","$875,790 ","$572,070 ",26.25253,-98.2379,620837,K6910-02-000-001A-00
Hidalgo,,8200 N La Homa Rd,,Gulf Amr Llc,Commercial Real Property,"41,818","$875,446 ","$749,993 ",26.31987,-98.34637,847005,L1066-00-000-0012-00
Hidalgo,Edinburg,9200 N 10Th St,,Rally Credit Union,Commercial Real Property,"91,258","$875,295 ","$72,223 ",26.28568,-98.21538,1313472,N0085-00-000-0001-00
Hidalgo,McAllen,5600 Nightingale Ave,,Texas Hauz & Real Estate Llc,Multifamily Residential,"24,867","$874,515 ","$669,362 ",26.26847,-98.2724,1307686,L3386-00-000-0012-00
Cameron,San Benito,30294 Adams Rd,78566,Valles Land Development Inc,Commercial Real Property,"10,000","$874,472 ","$720,472 ",26.0706,-97.5714,424140,78-1010-0540-0011-00
Hidalgo,,8814 E Hwy 107,,Jimenez Investments Llc,Commercial Real Property,"122,839","$873,778 ","$689,519 ",26.29349,-98.06705,296720,T2100-00-266-0008-04
Hidalgo,,9970 N Moorefield Rd,,Lopez Santiago & Magdalena,Commercial Real Property,"179,467","$872,602 ","$695,152 ",26.34319,-98.33259,210073,L1100-02-004-0106-00
Hidalgo,McAllen,3141 Center Pointe Dr,,Kvp Investment Group Llc,Commercial Real Property,"22,624","$872,377 ","$573,740 ",26.25574,-98.20534,711651,C2672-00-005-0004-00
Hidalgo,Edinburg,2605 N Closner Blvd,,Rgrm Investments Llc,Commercial Real Property,"364,597","$871,902 ","$292,752 ",26.32792,-98.15874,295833,T2100-00-244-0011-03
Hidalgo,Edinburg,117 S 10Th Ave,,Lone Star National Bank,Commercial Real Property,"23,450","$871,569 ","$546,820 ",26.30083,-98.16415,165050,E3300-00-255-0014-00
Hidalgo,McAllen,Wisconsin Rd,,Texas Conf 7Th Day Adventists,Commercial Real Property,"196,020","$870,644 ","$566,813 ",26.2687,-98.17674,647197,E3330-00-000-0001-00
Hidalgo,Alton,10224 N Mayberry,,Trevino Felix Jr & Maria Gloria Trevino,Multifamily Residential,"453,460","$869,755 ","$276,435 ",26.30669,-98.30005,318719,W0100-00-046-0009-07
Hidalgo,Edinburg,815 N Closner Blvd,,North Rio Valley Investments Ltd,Commercial Real Property,"48,298","$869,073 ","$626,879 ",26.3089,-98.16184,313906,V2900-00-001-0002-00
Hidalgo,,6917 N Bentsen Palm Dr,,Arce Ricardo I Caballero &,Commercial Real Property,"348,480","$868,824 ","$705,264 ",26.30395,-98.35606,218931,L4650-00-000-0026-00
Hidalgo,McAllen,5725 N 10Th St,,Amigo Holdings Ltd,Commercial Real Property,"28,731","$868,498 ","$357,086 ",26.25555,-98.22176,221251,L5450-01-000-0002-00
Hidalgo,Edinburg,817 S 4Th Ave,,Villalpando Jose Benito,Multifamily Residential,"22,182","$868,360 ","$655,413 ",26.29472,-98.17185,198281,J0300-00-000-0004-00
Hidalgo,McAllen,5200 N Mccoll Rd,,Avinapri Commercial Usa Llc,Commercial Real Property,"28,296","$868,274 ","$599,462 ",26.24832,-98.2044,572134,N5900-00-000-000A-00
Cameron,La Feria,1202 N Main St,78559,Pransu Llc,Commercial Real Property,"19,252","$868,000 ","$716,959 ",26.1578,-97.8239,181024,85-5389-0000-0020-00
Hidalgo,Edinburg,E Richardson,,Tx 107 Llc,Commercial Real Property,"36,155","$867,705 ","$632,699 ",26.29798,-98.09118,1641317,T9380-00-001-0001-00
Hidalgo,Edinburg,3317 W Hwy 107,,Aguilar & Aguilar Rentals Llc,Commercial Real Property,"44,431","$866,770 ","$573,524 ",26.30754,-98.1998,297340,T2100-00-276-0005-00
Hidalgo,Alton,1721 Northgate Ln Rear,,Figueroa Luis A & Maria D,Commercial Real Property,"126,324","$866,058 ","$384,771 ",26.28432,-98.22508,162802,E2300-00-001-0021-01
Hidalgo,McAllen,4106 S Raul Longoria,,Rodriguez Oralia,Commercial Real Property,"30,928","$866,026 ","$711,388 ",26.25945,-98.14313,199558,J5700-00-001-0010-14
Hidalgo,McAllen,3414 - 3430 W Alberta Rd,,Pharr 1 Investments Llc,Commercial Real Property,"23,142","$865,728 ","$560,247 ",26.2587,-98.20597,603849,C2672-00-008-0006-00
Hidalgo,Edinburg,4611 E Schunior,,Gsb Texas Dg Llc,Commercial Real Property,"67,518","$865,169 ","$692,998 ",26.3016,-98.10877,1069256,R4555-00-000-0001-00
Cameron,La Feria,4100 Expressway 83,78559,2021 La Feria Llc,Industrial Real Property,"24,022","$865,136 ","$776,306 ",26.1578,-97.8239,176557,84-3140-0040-0500-00
Hidalgo,Weslaco,2411 Joe Stephens Ave,,Gary J Stanley,Commercial Real Property,"79,336","$865,000 ","$607,158 ",26.17545,-97.96727,236298,M4010-00-002-0007-00
Cameron,Los Fresnos,729 W State Hwy 100,78566,Rrcp Co Investment Holdings I Llc,Commercial Real Property,"9,020","$865,000 ","$606,056 ",26.0706,-97.5714,89116,37-4078-0010-0010-00
Hidalgo,McAllen,605 E Violet Ave,,Dt Properties,Commercial Real Property,"26,129","$864,510 ","$703,817 ",26.24499,-98.20622,544372,V4160-00-000-000A-00
Hidalgo,Alamo,Eldora Rd,,Farias Michelle,Commercial Real Property,"163,786","$864,305 ","$635,056 ",26.21221,-98.09212,518601,A1800-00-046-0010-08
Hidalgo,McAllen,1311 W Owassa Rd,,Exchangeright Net-Leased Portfolio 54 Dst,Commercial Real Property,"55,417","$864,193 ","$484,586 ",26.24942,-98.18465,20830149,D6119-00-000-0001-00
Hidalgo,Edinburg,4201 W Hwy 107,,Ramirez Jose L & Rolando J Jr & Esther R Lara & Maria E Ortega Trustee,Commercial Real Property,"82,328","$863,917 ","$696,244 ",26.30872,-98.20864,297471,T2100-00-277-0007-05
Hidalgo,Edinburg,10113 N 10Th St,,Nuevo Santander Investments Lp,Commercial Real Property,"42,740","$862,504 ","$443,652 ",26.29484,-98.21508,661935,L3375-00-000-0004-00
Hidalgo,Edinburg,410 13Th St,,Hidalgo County Home For,Commercial Real Property,"56,800","$862,280 ","$175,000 ",26.30439,-98.15898,164587,E3300-00-163-0004-00
Hidalgo,Edinburg,815 E University Dr,,Archer John T Jim Hund & Michael J Messina,Commercial Real Property,"52,489","$862,191 ","$518,388 ",26.30073,-98.15387,685466,F5600-03-000-000A-00
Hidalgo,,Benito A Ramirez Rd,,Garcia Mike & Andrea,Commercial Real Property,"147,233","$861,708 ","$699,708 ",26.3626,-98.08851,278304,S1700-02-030-0006-05
Hidalgo,Edinburg,3709 W Monte Cristo Rd,,Montecristo Investments Llc,Multifamily Residential,"36,200","$861,479 ","$635,229 ",26.34349,-98.19741,119209,A6550-00-000-0001-00
Hidalgo,Edinburg,1607 S Mccoll Rd,,Toiyabe Group Llc,Commercial Real Property,"23,950","$861,349 ","$514,074 ",26.29124,-98.1972,714169,G3450-00-000-0001-05
Hidalgo,McAllen,3125 Center Pointe Dr,,Everest Holdings Llc,Commercial Real Property,"25,233","$861,083 ","$528,007 ",26.25742,-98.2061,711644,C2672-00-003-0002-00
Hidalgo,McAllen,6700 N 23Rd St,,Borba Llc,Commercial Real Property,"36,990","$860,382 ","$527,472 ",26.26518,-98.23468,267973,R1400-02-000-0002-00
Hidalgo,Edinburg,5708 N Seminary Rd,,El Dorado Pallets Inc,Commercial Real Property,"53,753","$859,145 ","$775,107 ",26.36533,-98.16579,514162,S2400-00-000-0108-11
Hidalgo,,Fm 88,,Tietsort Investments Lllp I,Commercial Real Property,"45,433","$857,581 ","$644,046 ",26.26401,-97.99208,1072570,R4553-00-000-0001-00
Hidalgo,McAllen,5305 N I Rd,,Jasa Enterprises Llc,Commercial Real Property,"38,768","$857,406 ","$750,776 ",26.23927,-98.16019,202164,K2400-00-000-0081-10
Hidalgo,Edinburg,N Closner Blvd,,Hidalgo Co Historical Museum,Commercial Real Property,"6,700","$857,200 ","$750,000 ",26.30297,-98.16176,164817,E3300-00-209-0020-00
Hidalgo,Edinburg,1723 W University,,Lbj Fmly Lmtd Prtnshp,Commercial Real Property,"38,430","$856,609 ","$266,711 ",26.3047,-98.18095,1640309,L3685-00-000-0000-00
Hidalgo,Edinburg,5218 E University Dr,,Rodriguez Francisco,Commercial Real Property,"74,923","$855,598 ","$618,632 ",26.29114,-98.10828,717037,C9800-00-001-0008-60
Hidalgo,McAllen,5301 N Cage Blvd,,Rte Investments Llc,Commercial Real Property,"60,331","$854,248 ","$401,768 ",26.24093,-98.17773,1012793,J3710-00-000-0001-00
Hidalgo,Weslaco,2602 N Texas Blvd,,Guerra Funeral Home Of Weslaco Inc,Commercial Real Property,"82,764","$853,737 ","$439,917 ",26.18541,-97.99066,324426,W3800-00-107-0000-02
Hidalgo,Edinburg,1313 N Hwy 281,,Boudin Properties Llc,Commercial Real Property,"115,087","$853,364 ","$628,943 ",26.31234,-98.14772,1125894,L4410-00-000-002A-00
Hidalgo,McAllen,409 E Ulex Ave,,Anaya Nora,Multifamily Residential,"8,250","$852,113 ","$753,113 ",26.24458,-98.20851,315932,V4170-00-000-0003-00
Hidalgo,Edinburg,120 E Schunior St,,B & H Apartments Llc,Multifamily Residential,"21,300","$851,376 ","$593,646 ",26.30793,-98.16043,164100,E3300-00-100-0002-00
Hidalgo,Edinburg,124 E Cano,,Bg Family Limited Partnership,Commercial Real Property,"6,700","$850,898 ","$743,698 ",26.29989,-98.16167,165149,E3300-00-276-0011-00
Cameron,La Feria,221 N Main St,78559,Arc Sclaftx001,Commercial Real Property,"4,950","$850,823 ","$635,733 ",26.1578,-97.8239,85577,29-0010-0130-0010-00
Cameron,San Benito,2597 W Us Highway 77,78586,Krishna Laxmi Llc,Commercial Real Property,"19,816","$850,800 ","$688,619 ",26.1281,-97.6311,372208,88-5337-0010-0030-00
Hidalgo,,711 W Edinburg Ave (Hwy 107),,Arc Dgelstxoo1 Dg Llc,Commercial Real Property,"58,040","$850,673 ","$589,493 ",26.29391,-98.00562,815066,M0359-02-000-0006-00
Cameron,Los Fresnos,9445 Mesquite St,78566,Gonzalez Encarnacion &,Multifamily Residential,"8,400","$850,608 ","$778,508 ",26.0706,-97.5714,90355,45-0000-1040-0140-00
Hidalgo,,8114 N La Homa Rd,,Los Encinos Rental Properties Llc,Commercial Real Property,"41,818","$850,376 ","$724,923 ",26.31946,-98.34644,847006,L1066-00-000-0013-00
Cameron,Los Fresnos,1/2 Mi N Of 510 On Fm 803,78566,Nautical Properties Inc,Commercial Real Property,"35,572","$850,000 ","$739,259 ",26.0706,-97.5714,165754,79-1510-0050-0400-00
